ID,distance,latitude,longitude,geometry,id_cukrarna,distance_mhd,stop_name_mhd,district,admin_district,street,house_num
359,1.980182524992755,50.0118,14.3794,POINT (14.3794 50.0118),451,0.1530320190097778,Velká Chuchle,Velká Chuchle,Praha 16,Prodloužená,242/13
360,1.847408279966609,50.0118,14.3844,POINT (14.3844 50.0118),599,0.1674181178177133,Starochuchelská,Velká Chuchle,Praha 16,Starochuchelská,73/26
361,1.2935623428071834,50.0118,14.3894,POINT (14.3894 50.0118),599,0.0505250004353005,Nádraží Velká Chuchle,Velká Chuchle,Praha 16,Dostihová,78/27
362,0.7414443448897003,50.0118,14.3944,POINT (14.3944 50.0118),599,0.1558312649179081,Dostihová,Velká Chuchle,Praha 16,U závodiště,251/8
363,0.2054894119138724,50.0118,14.3994,POINT (14.3994 50.0118),599,0.19405211147391,Belárie,Praha 12,Praha 12,Vrátnická,2381/5
364,0.1445106083165211,50.0118,14.4044,POINT (14.4044 50.0118),34,0.3336896529441324,Modřanská škola,Praha 12,Praha 12,Nad vinicí,750/28
365,0.2446436057483525,50.0118,14.4094,POINT (14.4094 50.0118),229,0.1261869090606598,Darwinova,Praha 12,Praha 12,Lysinská,497/27
366,0.5082962625513895,50.0118,14.4144,POINT (14.4144 50.0118),229,0.1961064267599024,Na Cikorce,Praha 12,Praha 12,Herrmannova,2223/26
367,0.6412938072533201,50.0118,14.4194,POINT (14.4194 50.0118),225,0.2712367881913268,Družná,Praha 12,Praha 12,Krouzova,3037/12
368,1.019706931868977,50.0118,14.4244,POINT (14.4244 50.0118),225,0.418890526548194,Labe,Praha 12,Praha 12,Do Píšovic,875
369,1.032522348068591,50.0118,14.4294,POINT (14.4294 50.0118),74,0.4779129491867033,Hasova,Praha 12,Praha 12,Hasova,3092/4
372,0.96051079345379,50.0118,14.4444,POINT (14.4444 50.0118),74,0.5358355646157749,Cílkova,Libuš,Praha 12,K lesu,759/9
373,0.8687047852045515,50.0118,14.4494,POINT (14.4494 50.0118),200,0.4152337709053699,Přírodní,Libuš,Praha 12,K lesu,885/28
374,0.3699722567401275,50.0118,14.4544,POINT (14.4544 50.0118),200,0.2401533083269408,Přírodní,Libuš,Praha 12,Novodvorská,1070/4
375,0.3676424046234917,50.0118,14.4594,POINT (14.4594 50.0118),200,0.1829097628954283,U Zvoničky,Libuš,Praha 12,Libušská,66/240
376,0.608968555357373,50.0118,14.4644,POINT (14.4644 50.0118),212,0.3295324127637142,Mílová,Libuš,Praha 12,Vyšebrodská,866/23
377,0.789463928766852,50.0118,14.4694,POINT (14.4694 50.0118),212,0.2969699045072578,Dobronická,Kunratice,Praha 4,Dobronická,892
378,0.8385030353890116,50.0118,14.4744,POINT (14.4744 50.0118),630,0.2846406544804828,Dobronická,Kunratice,Praha 4,Vídeňská,ev. č. 74/52
379,0.3249248113123836,50.0118,14.4794,POINT (14.4794 50.0118),630,0.2216461055024895,U Tří svatých,Kunratice,Praha 4,Krameriova,966/8
380,0.2555671633485352,50.0118,14.4844,POINT (14.4844 50.0118),128,0.3504750445524641,Kunratická škola,Kunratice,Praha 4,Děbolínská,663/20
381,0.5263202554547972,50.0118,14.4894,POINT (14.4894 50.0118),128,0.2130214141119301,Šeberák,Kunratice,Praha 4,Netolická,816/2
382,1.0510763281618265,50.0118,14.4944,POINT (14.4944 50.0118),128,0.3009050632375479,Vožická,Kunratice,Praha 4,Nad Šeberákem,320/15
383,1.592725553350134,50.0118,14.4994,POINT (14.4994 50.0118),364,0.3992080548649998,Na Proutcích,Kunratice,Praha 4,K jelenám,744/4
385,1.7598265842004368,50.0118,14.5094,POINT (14.5094 50.0118),606,0.5079833131231545,V Ladech,Šeberov,Praha 11,V rákosí,210
386,1.5384910493039703,50.0118,14.5144,POINT (14.5144 50.0118),606,0.0556908416373773,Pod Vsí,Šeberov,Praha 11,K Hrnčířům,253
392,2.1934988499279404,50.0118,14.5444,POINT (14.5444 50.0118),279,0.2523092128468815,Újezd u Průhonic,Újezd,Praha 11,K Sukovu,23
393,2.520603894102627,50.0118,14.5494,POINT (14.5494 50.0118),279,0.3228322643223009,Újezd u Průhonic,Újezd,Praha 11,Nad náhonem,187
400,2.0189852028524125,50.0118,14.5994,POINT (14.5994 50.0118),541,0.6615683808196221,Benice,Benice,Praha 22,Chotěbuzská,198
401,1.893133535220634,50.0118,14.6044,POINT (14.6044 50.0118),541,0.1992596860885045,Benice,Benice,Praha 22,Na koupaliště,42
402,1.7577596986910071,50.0118,14.6094,POINT (14.6094 50.0118),583,0.5077264248589735,Benice,Benice,Praha 22,K Lipanům,147
405,0.1037394701274807,50.0118,14.6244,POINT (14.6244 50.0118),583,0.1693281802985903,Tehovičky,Kolovraty,Praha 22,Pokřivená,113/4
406,0.4653415778782975,50.0118,14.6294,POINT (14.6294 50.0118),583,0.2115166836960731,Škola Kolovraty,Kolovraty,Praha 22,V milíři,912/2c
