distance,latitude,longitude,geometry,id_cukrarna,Praha
0.14451060831652116,50.0118,14.4044,POINT (14.4044 50.0118),34,True
0.24464360574835253,50.0118,14.4094,POINT (14.4094 50.0118),229,True
0.5082962625513895,50.0118,14.4144,POINT (14.4144 50.0118),229,True
0.6412938072533201,50.0118,14.4194,POINT (14.4194 50.0118),225,True
1.019706931868977,50.0118,14.4244,POINT (14.4244 50.0118),225,True
1.032522348068591,50.0118,14.4294,POINT (14.4294 50.0118),74,True
0.634201803546031,50.0118,14.4344,POINT (14.4344 50.0118),74,True
0.5952910682860113,50.0118,14.4394,POINT (14.4394 50.0118),74,True
0.9605107934537899,50.0118,14.4444,POINT (14.4444 50.0118),74,True
0.8687047852045515,50.0118,14.4494,POINT (14.4494 50.0118),200,True
0.3699722567401275,50.0118,14.4544,POINT (14.4544 50.0118),200,True
0.36764240462349174,50.0118,14.4594,POINT (14.4594 50.0118),200,True
0.608968555357373,50.0118,14.4644,POINT (14.4644 50.0118),212,True
0.789463928766852,50.0118,14.4694,POINT (14.4694 50.0118),212,True
